teamid,season,leagueid,player,num,position,height,weight,birth_date,age,exp,school,player_id,first_name,last_name,team,gp,min,catch_shoot_pts,catch_shoot_fgm,catch_shoot_fga,catch_shoot_fg_pct,catch_shoot_fg3m,catch_shoot_fg3a,catch_shoot_fg3_pct,catch_shoot_efg_pct,catch_shoot_pts_tot,blk,stl,fgm_defend_rim,fga_defend_rim,fgp_defend_rim,blk_tot,dvs,dpp,dtp,drives_fg_pct,pts_48,dpp_tot,dvs_tot,pass,ast,ast_ft,ast_sec,ast_pot,pts_crt,pts_crt_48,ast_tot,pull_ups_pts,pull_ups_fgm,pull_ups_fga,pull_ups_fg_pct,pull_ups_fg3m,pull_ups_fg3a,pull_ups_fg3_pct,pull_ups_efg_pct,pull_ups_pts_tot,reb,reb_chance,reb_col_pct,reb_contested,reb_uncontested,reb_uncontested_pct,reb_tot,oreb,oreb_chance,oreb_col_pct,oreb_contested,oreb_uncontested,oreb_uncontested_pct,dreb,dreb_chance,dreb_col_pct,dreb_contested,dreb_uncontested,dreb_uncontested_pct,shooting_pts,pts_drive,fgp_drive,pts_close,fgp_close,pts_catch_shoot,fgp_catch_shoot,pts_pull_up,fgp_pull_up,fga_drive,fga_close,fga_catch_shoot,fga_pull_up,shooting_efg_pct,cfgm,cfga,cfgp,ufgm,ufga,ufgp,cfg3m,cfg3a,cfg3p,ufg3m,ufg3a,ufg3p,dist,av_spd,dist_pg,dist_48,dist_off,dist_def,av_spd_off,av_spd_def,tch,fc_tch,top,cl_tch,el_tch,pts,pts_tch,pts_hcct,tch_tot
1610612745,2014-15,00,Jason Terry,31,G,74,185,1977-09-15T07:00:00.000Z,37,15,Arizona,1891,Jason,Terry,HOU,76,21.3,4.6,1.6,3.8,0.411,1.4,3.6,0.403,0.603,346,0.2,0.9,0.5,0.8,0.556,18,1.8,0.7,1.5,0.478,1.5,50,134,28.8,1.9,0.3,0.5,4.3,4.6,10.4,144,1,0.4,1.2,0.371,0.1,0.6,0.256,0.433,77,1.6,2.2,.698,0.2,1.4,.102,118,0.2,0.3,.750,0,0.2,.200,1.4,2,.691,0.1,1.2,.087,7,0.7,0.478,0,,4.6,0.411,1,0.371,0.6,0,3.8,1.2,0.556,0,0,,0,0,,0,0,,0,0,,114.4,4.2,1.5,3.4,61.1,53.3,0,0,36.7,29.8,2,0.1,0.2,7,0.191,0.235,2788
1610612759,2014-15,00,Manu Ginobili,20,G,78,205,1977-07-28T07:00:00.000Z,37,12,Bahia Blanca Argentina,1938,Manu,Ginobili,SAS,70,22.7,3.1,1.1,2.7,0.401,1,2.4,0.394,0.58,217,0.3,1,0.6,1.2,0.543,20,5.3,3.4,6.1,0.526,7.3,241,374,32.2,4.2,0.4,1.3,7.7,9.8,20.7,293,1.4,0.6,2.2,0.263,0.3,1.2,0.238,0.329,100,3,5,.601,0.7,2.3,.232,211,0.4,1,.400,0.1,0.3,.286,2.6,4,.651,0.6,2,.224,10.5,3.4,0.526,0.7,0.667,3.1,0.401,1.4,0.263,2.5,0.4,2.7,2.2,0.502,0,0,,0,0,,0,0,,0,0,,109,4.1,1.6,3.3,60.3,48.6,0,0,46.1,41.6,2.5,0.7,0.9,10.5,0.229,0.254,3229
1610612739,2014-15,00,Mike Miller,18,G-F,80,218,1980-02-19T08:00:00.000Z,35,14,Florida,2034,Mike,Miller,CLE,51,13.3,1.6,0.5,1.8,0.297,0.5,1.7,0.307,0.445,81,0.1,0.3,0.4,0.9,0.458,4,0.3,0,0.3,0.333,0.1,2,14,15.8,0.9,0.2,0.2,1.6,2.2,8,46,0.3,0.1,0.3,0.4,0.1,0.1,0.5,0.5,15,1.8,2.6,.679,0.3,1.5,.165,91,0.1,0.1,.667,0,0.1,.250,1.7,2.5,.680,0.3,1.4,.161,2,0,0.333,0,,1.6,0.297,0.3,0.4,0.1,0,1.8,0.3,0.455,0,0,,0,0,,0,0,,0,0,,45.7,4.1,0.9,3.2,24.8,20.9,0,0,18.8,12.5,0.4,0.2,0.5,2,0.107,0.161,960
1610612746,2014-15,00,Jamal Crawford,11,G,77,200,1980-03-20T08:00:00.000Z,35,14,Michigan,2037,Jamal,Crawford,LAC,64,26.7,4.2,1.5,3.7,0.403,1.2,3.3,0.381,0.571,272,0.2,0.9,0.6,0.9,0.691,14,2.6,2.5,3.5,0.442,4.6,163,168,23.6,2.5,0.2,0.5,4.2,5.9,10.5,158,5.5,2.5,6.9,0.358,0.6,2.3,0.25,0.4,353,1.9,2.9,.663,0.4,1.5,.210,124,0.3,0.4,.643,0.1,0.2,.444,1.7,2.5,.667,0.3,1.4,.170,15.8,2.5,0.442,0.1,1,4.2,0.403,5.5,0.358,1.8,0,3.7,6.9,0.467,0,0,,0,0,,0,0,,0,0,,109.3,3.8,1.7,3.1,57.4,51.9,0,0,41.3,36.1,2.3,0.1,2,15.8,0.382,0.437,2641
1610612746,2014-15,00,Hedo Turkoglu,15,F,82,220,1979-03-19T08:00:00.000Z,36,14,Istanbul Turkey,2045,Hedo,Turkoglu,LAC,62,11.4,2.1,0.7,1.5,0.489,0.7,1.4,0.472,0.717,132,0.1,0.3,0.6,1.3,0.444,7,0.5,0.3,0.7,0.636,1.2,18,30,12.1,0.6,0,0.1,1.1,1.5,6.3,37,1,0.4,1,0.354,0.3,0.7,0.381,0.477,62,1.6,2.7,.589,0.4,1.2,.232,99,0.1,0.1,.556,0,0,.400,1.5,2.6,.591,0.3,1.2,.223,3.7,0.3,0.636,0.1,0.667,2.1,0.489,1,0.354,0.2,0,1.5,1,0.601,0,0,,0,0,,0,0,,0,0,,47.6,4,0.8,3.2,25,22.6,0,0,16.2,9.3,0.4,0.1,0.4,3.7,0.231,0.401,1004
1610612742,2014-15,00,Tyson Chandler,6,C,85,240,1982-10-02T07:00:00.000Z,32,13,Dominquez H.S,2199,Tyson,Chandler,DAL,75,30.5,0.5,0.2,0.5,0.45,0,0,,0.45,36,1.2,0.6,4.8,9.5,0.509,91,0.1,0.1,0.1,1,0.1,4,6,31.5,1.1,0,0.5,2.4,2.4,3.8,84,0,0,0.1,0.25,0,0,,0.25,2,11.5,18.2,.634,5.2,6.3,.453,864,3.9,6,.657,3.1,0.9,.776,7.6,12.2,.622,2.2,5.4,.286,10.3,0.1,1,5.1,0.775,0.5,0.45,0,0.25,0,2.7,0.5,0.1,0.666,0,0,,0,0,,0,0,,0,0,,145.3,3.8,1.9,3.1,74.3,71,0,0,41.1,21.4,0.8,4.5,5.1,10.3,0.25,0.481,3081
1610612741,2014-15,00,Pau Gasol,16,F-C,84,250,1980-07-06T07:00:00.000Z,34,13,Barcelona Spain,2200,Pau,Gasol,CHI,78,34.3,4.6,2.2,4.6,0.489,0.2,0.3,0.48,0.506,360,1.9,0.3,4.9,10.3,0.48,147,1.5,1.2,1.7,0.382,1.7,96,117,48.3,2.7,0.4,0.6,5.7,6.8,9.5,210,0.9,0.5,1.3,0.356,0,0,0,0.356,74,11.8,17.9,.659,4.3,7.5,.365,919,2.8,4.6,.631,1.9,1,.656,9,13.4,.669,2.4,6.5,.272,18.5,1.2,0.382,4.1,0.522,4.6,0.489,0.9,0.356,0.9,3.2,4.6,1.3,0.5,0,0,,0,0,,0,0,,0,0,,169.2,3.8,2.2,3,92.9,76.4,0,0,69.1,40.5,2,6,7.3,18.5,0.268,0.458,5389
1610612755,2014-15,00,Jason Richardson,23,G,78,225,1981-01-20T08:00:00.000Z,34,13,Michigan State,2202,Jason,Richardson,PHI,19,21.9,3.7,1.3,4.2,0.304,1.2,3.8,0.301,0.443,70,0.2,0.7,1.2,2.1,0.59,3,2.7,0.9,2.9,0.333,2,17,51,20.5,2,0.3,0.4,3.7,4.9,10.8,38,2.4,0.9,2.6,0.367,0.5,1,0.474,0.459,45,3.5,5.9,.584,0.8,2.6,.242,66,0.7,1.1,.650,0.5,0.2,.769,2.8,4.9,.570,0.3,2.5,.113,9.1,0.9,0.333,0.4,0.6,3.7,0.304,2.4,0.367,1.3,0.3,4.2,2.6,0.435,0,0,,0,0,,0,0,,0,0,,28.9,4.2,1.5,3.3,15.4,13.5,0,0,32.6,28.3,1.3,0.3,0.7,9.1,0.277,0.32,620
1610612751,2014-15,00,Joe Johnson,7,F-G,79,240,1981-06-29T07:00:00.000Z,34,13,Arkansas,2207,Joe,Johnson,BKN,80,35,4.1,1.4,3.7,0.381,1.3,3.4,0.384,0.556,327,0.2,0.7,1.1,1.9,0.607,14,4.3,3.3,5.2,0.507,4.5,265,345,36.2,3.6,0.4,1,7,8.7,11.9,292,3.7,1.8,4.5,0.391,0.2,0.8,0.262,0.415,297,4.8,6.8,.711,1,3.8,.211,384,0.7,1.2,.546,0.4,0.3,.528,4.1,5.5,.747,0.7,3.5,.160,14.4,3.3,0.507,0.9,0.667,4.1,0.381,3.7,0.391,2.7,0.6,3.7,4.5,0.494,0,0,,0,0,,0,0,,0,0,,187.4,4,2.3,3.2,104,83.4,0,0,53.7,42.8,2.7,1.6,2.7,14.4,0.269,0.337,4295
1610612742,2014-15,00,Richard Jefferson,24,F,79,234,1980-06-21T07:00:00.000Z,35,13,Arizona,2210,Richard,Jefferson,DAL,74,16.9,2.5,0.9,2,0.429,0.8,1.8,0.432,0.622,183,0.1,0.4,0.9,1.9,0.5,11,2.3,1.3,2.3,0.375,3.7,95,173,16.8,0.8,0.1,0.2,1.7,2,5.8,61,0.6,0.2,0.6,0.348,0.1,0.3,0.391,0.446,41,2.5,4.1,.604,0.6,1.8,.257,183,0.3,0.6,.581,0.2,0.2,.480,2.1,3.5,.608,0.5,1.7,.222,5.8,1.3,0.375,0.3,0.733,2.5,0.429,0.6,0.348,1.1,0.2,2,0.6,0.546,0,0,,0,0,,0,0,,0,0,,85.6,4.1,1.2,3.3,43.6,42,0,0,23.8,16.5,0.7,0.7,0.6,5.8,0.245,0.353,1761
1610612763,2014-15,00,Zach Randolph,50,F,81,260,1981-07-16T07:00:00.000Z,33,13,Michigan State,2216,Zach,Randolph,MEM,71,32.4,1.3,0.6,1.4,0.426,0.1,0.2,0.412,0.46,93,0.2,1,3.1,5.8,0.53,14,0.8,0.7,1,0.463,1.1,52,60,35.7,2.2,0.3,0.5,4.4,5.2,7.7,153,0.7,0.3,1.3,0.264,0,0,0,0.264,48,10.5,17.6,.601,4.3,6.2,.411,747,3.2,6.6,.485,2.7,0.5,.833,7.4,10.9,.672,1.7,5.7,.226,16.1,0.7,0.463,4.8,0.566,1.3,0.426,0.7,0.264,0.6,3.6,1.4,1.3,0.491,0,0,,0,0,,0,0,,0,0,,148.7,3.9,2.1,3.1,79,69.8,0,0,54.3,34,1.7,6,3.8,16.1,0.296,0.473,3856
1610612739,2014-15,00,Brendan Haywood,33,C,84,263,1979-11-27T08:00:00.000Z,35,12,North Carolina,2217,Brendan,Haywood,CLE,22,5.4,0.2,0.1,0.2,0.5,0,0,,0.5,4,0.5,0.1,0.6,1.3,0.464,10,0,0,0,0,0,0,1,3.8,0.1,0,0,0.2,0.3,2.4,2,0,0,0,0,0,0,,0,0,1.3,2.3,.580,0.5,0.9,.345,29,0.3,0.7,.375,0.2,0,.833,1,1.5,.676,0.2,0.8,.217,1.6,0,0,1,0.5,0.2,0.5,0,0,0,0.8,0.2,0,0.467,0,0,,0,0,,0,0,,0,0,,7.8,3.9,0.4,3.1,4.4,3.4,0,0,5.9,3.5,0.2,1.3,0.5,1.6,0.269,0.461,130
1610612738,2014-15,00,Gerald Wallace,45,F,79,220,1982-07-23T07:00:00.000Z,32,13,Alabama,2222,Gerald,Wallace,BOS,32,8.9,0.1,0,0.1,0.333,0,0,1,0.5,3,0.1,0.5,0.5,0.8,0.556,4,0.4,0.1,0.3,0,0.5,3,12,9.5,0.3,0.1,0.3,1,0.8,4.4,11,0,0,0.1,0,0,0.1,0,0,0,1.8,3.2,.564,0.7,1.1,.368,57,0.5,1.1,.472,0.4,0.1,.824,1.2,2,.615,0.2,1,.175,1.1,0.1,0,0.6,0.643,0.1,0.333,0,0,0.1,0.4,0.1,0.1,0.426,0,0,,0,0,,0,0,,0,0,,19.6,4.1,0.6,3.3,10.2,9.4,0,0,11.6,6.7,0.3,1.1,0.2,1.1,0.094,0.164,372
1610612759,2014-15,00,Tony Parker,9,G,74,185,1982-05-17T07:00:00.000Z,33,13,Paris France,2225,Tony,Parker,SAS,68,28.7,1.7,0.6,1.5,0.404,0.5,1.1,0.431,0.553,115,0,0.6,0.9,1.3,0.682,2,9.7,5.8,11,0.56,9.6,391,658,54.4,4.9,0.4,1.6,9.9,11.9,19.8,335,4.5,2.2,5,0.442,0.1,0.2,0.412,0.453,305,1.9,3.3,.578,0.2,1.7,.093,129,0.2,0.6,.357,0.1,0.2,.267,1.7,2.7,.630,0.1,1.6,.070,14.4,5.8,0.56,0.3,0.647,1.7,0.404,4.5,0.442,4.3,0.2,1.5,5,0.508,0,0,,0,0,,0,0,,0,0,,149,4.6,2.2,3.7,87.2,61.8,0,0,72.8,63.9,5.9,0.6,2.3,14.4,0.197,0.225,4948
1610612748,2014-15,00,Chris Andersen,11,F-C,82,245,1978-07-07T07:00:00.000Z,36,12,Blinn,2365,Chris,Andersen,MIA,59,18.7,0.4,0.2,0.5,0.379,0.1,0.2,0.4,0.448,26,1,0.4,3,5.9,0.504,60,0.1,0,0.1,0.333,0.1,2,7,19,0.7,0.1,0.2,1.3,1.6,4.1,42,0,0,0.1,0,0,0,0,0,0,4.9,8.7,.566,2.1,2.9,.419,291,1.3,2.5,.500,0.9,0.3,.743,3.7,6.2,.593,1.1,2.5,.309,5.2,0,0.333,2.9,0.733,0.4,0.379,0,0,0.1,1.5,0.5,0.1,0.584,0,0,,0,0,,0,0,,0,0,,73,4,1.2,3.2,38.4,34.6,0,0,24.7,11.2,0.5,2.7,2.2,5.2,0.211,0.465,1460
1610612741,2014-15,00,Mike Dunleavy,34,F,81,230,1980-09-15T07:00:00.000Z,34,12,Duke,2399,Mike,Dunleavy,CHI,63,29.1,5.2,1.9,4.4,0.428,1.4,3.6,0.403,0.592,329,0.3,0.6,1,2,0.524,21,1.3,0.8,1.3,0.351,1.3,50,81,26.6,1.8,0.2,0.5,3.2,4.2,6.9,114,1.3,0.6,1.4,0.407,0.2,0.5,0.469,0.494,85,3.9,6.7,.585,0.9,3,.234,248,0.4,1,.438,0.3,0.2,.607,3.5,5.7,.611,0.7,2.8,.186,9.4,0.8,0.351,0.6,0.552,5.2,0.428,1.3,0.407,0.6,0.5,4.4,1.4,0.546,0,0,,0,0,,0,0,,0,0,,137.4,4.5,2.2,3.6,78.1,59.3,0,0,36.7,30.1,1,0.9,0.9,9.4,0.258,0.314,2309
1610612764,2014-15,00,Drew Gooden,90,F,82,250,1981-09-24T07:00:00.000Z,33,12,Kansas,2400,Drew,Gooden,WAS,51,17,2.7,1.2,2.8,0.415,0.4,1.1,0.382,0.489,139,0.2,0.4,1.4,2.5,0.554,9,0.6,0.3,0.5,0.438,0.9,16,29,22.2,1,0.1,0.3,1.6,2.1,6,49,0.7,0.3,0.9,0.364,0,0.1,0.5,0.386,34,4.4,7,.621,1.7,2.7,.386,223,1.4,2.5,.576,1.1,0.3,.764,3,4.6,.645,0.6,2.4,.205,5.4,0.3,0.438,0.4,0.421,2.7,0.415,0.7,0.364,0.3,0.4,2.8,0.9,0.44,0,0,,0,0,,0,0,,0,0,,58.8,4.1,1.2,3.3,31,27.8,0,0,29.3,16.3,0.7,0.8,1.5,5.4,0.186,0.333,1493
1610612764,2014-15,00,Nene,42,F-C,83,250,1982-09-13T07:00:00.000Z,32,12,Sao Carlos Brazil,2403, ,Nene,WAS,67,25.2,2.4,1.2,2.7,0.447,0,0.1,0.25,0.45,161,0.3,1,2,4,0.517,22,0.4,0.4,0.6,0.632,0.8,27,30,26.9,1.8,0.2,0.6,3.6,4.2,8,123,0.3,0.1,0.4,0.3,0,0,,0.3,18,5.1,8.6,.598,1.7,3.4,.335,345,1.3,2.7,.475,0.7,0.5,.588,3.9,6,.653,1,2.9,.253,11,0.4,0.632,3.9,0.598,2.4,0.447,0.3,0.3,0.3,2.7,2.7,0.4,0.512,0,0,,0,0,,0,0,,0,0,,108.7,3.9,1.6,3.1,56,52.7,0,0,40.2,26.8,1.1,5.8,5.3,11,0.274,0.411,2693
1610612742,2014-15,00,Amar'e Stoudemire,1,C-F,82,245,1982-11-16T08:00:00.000Z,32,12,Cypress Creek (FL),2405,Amar'e,Stoudemire,DAL,23,16.5,0.6,0.3,0.8,0.357,0,0,0,0.357,20,0.2,0.4,2.7,4.5,0.596,4,0.2,0.1,0.3,0.5,0.1,2,8,12.8,0.3,0,0.1,0.7,0.7,2.1,8,0,0,0.1,0,0,0,,0,0,3.7,7.9,.464,2,1.6,.560,84,1.2,2.7,.435,0.9,0.3,.741,2.5,5.2,.479,1.2,1.3,.474,10.8,0.3,0.6,3,0.674,1.4,0.444,0,0,0.2,1.9,1.6,0.1,0.581,0,0,,0,0,,0,0,,0,0,,24.2,3.8,1.1,3.1,12.5,11.7,0,0,23.1,13.6,0.7,2.9,1.7,10.8,0.466,0.795,532
1610612765,2014-15,00,Caron Butler,31,F,79,228,1980-03-13T08:00:00.000Z,35,12,Connecticut,2406,Caron,Butler,DET,78,20.9,3.1,1.1,2.6,0.398,0.9,2.3,0.409,0.578,238,0.1,0.6,1,1.7,0.614,4,0.6,0.3,0.4,0.421,0.6,22,44,24.7,1,0.1,0.2,2,2.4,5.5,79,1.6,0.7,1.7,0.412,0.1,0.4,0.281,0.445,121,2.5,4.8,.528,0.5,2,.204,196,0.3,0.6,.457,0.1,0.2,.381,2.2,4.2,.538,0.4,1.8,.183,5.9,0.3,0.421,0.2,0.5,3.1,0.398,1.6,0.412,0.2,0.2,2.6,1.7,0.511,0,0,,0,0,,0,0,,0,0,,110.8,4.1,1.4,3.3,62.1,48.8,0,0,31.3,19.4,0.7,0.6,0.4,5.9,0.189,0.304,2440
